ID;PAROLA;MacroCategoria;Categoria;Necessita;Frequenza;Stagionalita;Fonte;Peso;NumeroPattern;NumeroTransazioni;UltimoUtilizzo
308;ANAGNINA HFB ECO;Salute;Farmacia;Essenziale;Occasionale;Tutto l'anno;Migrazione;79;1;2;18/05/2025
304;NUOVA SIDAP;Servizi;Industria;Utile;Occasionale;Tutto l'anno;Migrazione;70;1;1;13/10/2024
113;SHOP & GO;Servizi;Pagamenti Digitali;Voluttuario;Occasionale;Tutto l'anno;Migrazione;75;2;1;07/12/2024
112;SUMUP;Servizi;Pagamenti Digitali;Utile;Occasionale;Tutto l'anno;Migrazione;90;2;19;10/08/2025
117;DECATHLON;Shopping;Abbigliamento;Voluttuario;Occasionale;Tutto l'anno;Migrazione;90;4;4;22/02/2025
339;LE SOYEUX;Shopping;Abbigliamento;Voluttuario;Occasionale;Viaggio/Estera;Migrazione;75;4;1;27/05/2025
124;PRIMARK;Shopping;Abbigliamento;Voluttuario;Occasionale;Saldi;Migrazione;80;4;1;07/12/2024
130;ZARA;Shopping;Abbigliamento;Voluttuario;Occasionale;Saldi;Migrazione;85;4;4;22/12/2024
202;CRF MRK;Shopping;Accessori;Utile;Occasionale;Tutto l'anno;Migrazione;75;1;1;09/07/2024
4;AMAZON;Shopping;Amazon;Utile;Occasionale;Utile;Manuale;90;1;1;25/10/2024
235;COSMO SPA;Shopping;Cura Persona;Utile;Occasionale;Tutto l'anno;Migrazione;80;1;2;23/05/2025
242;EURONICS;Shopping;Elettronica;Utile;Occasionale;Tutto l'anno;Migrazione;79;1;2;17/06/2025
134;BRITANNIA;Shopping;Fitness;Utile;Occasionale;Tutto l'anno;Migrazione;75;1;1;16/08/2024
131;FACTO2;Shopping;Forniture;Utile;Occasionale;Tutto l'anno;Migrazione;80;2;1;30/05/2025
132;PV5649;Shopping;Forniture;Utile;Occasionale;Tutto l'anno;Migrazione;75;2;2;07/12/2024
296;MATCH;Shopping;Libreria;Utile;Occasionale;Viaggio;Migrazione;77;2;1;29/05/2025
244;MONDADORI;Shopping;Libreria;Utile;Occasionale;Tutto l'anno;Migrazione;78;2;1;18/05/2025
311;LISMARKETING;Shopping;Marketing Online;Utile;Occasionale;Estera;Migrazione;70;1;1;18/12/2024
135;S FACTORY;Shopping;Moda;Voluttuario;Occasionale;Tutto l'anno;Migrazione;80;1;1;22/12/2024
123;ARCA;Shopping;Negozi;Utile;Occasionale;Tutto l'anno;Migrazione;80;2;12;01/07/2025
209;GRUPPO NEGOZI;Shopping;Negozi;Utile;Occasionale;Tutto l'anno;Migrazione;75;2;1;11/06/2025
121;AMAZON PAYMENTS;Shopping;Online;Voluttuario;Occasionale;Tutto l'anno;Migrazione;94;5;1;25/10/2024
127;IDEASVAPOSR;Shopping;Online;Voluttuario;Occasionale;Tutto l'anno;Migrazione;80;5;1;03/09/2024
126;PAYPAL;Shopping;Online;Voluttuario;Occasionale;Tutto l'anno;Migrazione;88;5;33;12/08/2025
122;SHEIN;Shopping;Online;Voluttuario;Occasionale;Tutto l'anno;Migrazione;97;5;2;25/01/2025
120;SVAPODREAM;Shopping;Online;Voluttuario;Occasionale;Tutto l'anno;Migrazione;85;5;1;04/09/2024
128;LUX PRODUZIONI;Shopping;Produzione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;80;1;1;08/05/2025
193;C.I.T.;Shopping;Servizi aziendali;Utile;Occasionale;Tutto l'anno;Migrazione;75;1;1;05/03/2025
287;2THELOO;Shopping;Servizi toilette;Utile;Occasionale;Viaggio;Migrazione;74;1;1;25/05/2025
313;ALE HOP;Shopping;Souvenir;Voluttuario;Occasionale;Estera;Migrazione;80;1;1;18/12/2024
363;TABACCHI;Shopping;Tabacchino;Utile;Occasionale;Tutto l'anno;Applicazione;80;1;1;19/04/2025
321;SUNDAYS HANDELS;Shopping;Varie;Utile;Occasionale;Estera;Migrazione;70;1;1;26/04/2025
356;CBILL/PAGOPA;Stato;Commissioni;Neutrale;Annuale;Tutto l'anno;Migrazione;85;1;2;19/01/2025
355;Automobile Club Italia;Stato;Tasse;Neutrale;Annuale;Tutto l'anno;Migrazione;95;4;0;Mai utilizzato
140;COMUNE;Stato;Tasse;Neutrale;Occasionale;Tutto l'anno;Migrazione;85;4;2;19/01/2025
139;DELEGA;Stato;Tasse;Neutrale;Occasionale;Tutto l'anno;Migrazione;92;4;3;26/05/2025
138;IMPOSTA DI BOLLO;Stato;Tasse;Neutrale;Annuale;Tutto l'anno;Migrazione;95;4;5;30/06/2025
251;CABANA;Svago;Bar;Voluttuario;Occasionale;Estiva;Migrazione;78;2;1;20/07/2024
295;CHORUS CAFE';Svago;Bar;Voluttuario;Occasionale;Tutto l'anno;Migrazione;77;2;1;28/12/2024
277;SIEBENSTERNBRAEU;Svago;Birreria;Voluttuario;Occasionale;Estiva;Migrazione;85;1;1;24/04/2025
246;BRICOWARE;Svago;Fai da te;Utile;Occasionale;Tutto l'anno;Migrazione;70;1;2;08/08/2025
151;LIVE;Svago;Musica;Voluttuario;Occasionale;Tutto l'anno;Migrazione;85;1;2;05/04/2025
364;LABYRINTH;Svago;PUB;Base;Occasionale;Annuale;Applicazione;80;1;1;01/08/2025
149;ASSOCIAZIONE;Tempo Libero;Associazioni;Utile;Annuale;Tutto l'anno;Migrazione;85;3;2;03/12/2024
157;BLU DEEP EMOTIONS;Tempo Libero;Associazioni;Utile;Annuale;Tutto l'anno;Migrazione;85;3;4;04/10/2024
144;QUOTA ASSOCIATIVA;Tempo Libero;Associazioni;Utile;Annuale;Tutto l'anno;Migrazione;80;3;2;04/09/2024
142;PONZA;Tempo Libero;Barca;Voluttuario;Occasionale;Estiva;Migrazione;88;2;5;29/06/2025
143;SOLDI;Tempo Libero;Barca;Utile;Occasionale;Tutto l'anno;Migrazione;70;2;1;01/07/2025
159;HANAMI SUSHI;Tempo Libero;Benessere;Voluttuario;Occasionale;Tutto l'anno;Migrazione;80;2;1;19/07/2025
161;WE MAKE;Tempo Libero;Benessere;Utile;Occasionale;Tutto l'anno;Migrazione;78;2;1;22/12/2024
154;BIBLIOBAR;Tempo Libero;Biblioteca;Utile;Occasionale;Tutto l'anno;Migrazione;80;1;1;03/11/2024
266;PLAKA CAMPING;Tempo Libero;Camping;Utile;Occasionale;Estiva;Migrazione;80;1;2;24/07/2024
152;BALAGAN;Tempo Libero;Discoteca;Voluttuario;Occasionale;Tutto l'anno;Migrazione;80;1;1;04/07/2025
273;COUNTRY CLUB;Tempo Libero;Golf Club;Utile;Occasionale;Tutto l'anno;Migrazione;77;1;1;23/11/2024
365;FULGOR SRLS;Tempo Libero;Mare;Base;Occasionale;Estiva;Applicazione;100;1;2;09/08/2025
270;CHANO CLUB;Tempo Libero;Night Club;Voluttuario;Occasionale;Tutto l'anno;Migrazione;73;1;1;23/04/2025
196;LA CIVETTA;Tempo Libero;Ristoranti;Voluttuario;Occasionale;Tutto l'anno;Migrazione;80;1;1;07/12/2024
158;PARCO DEI PINI;Tempo Libero;Ristorazione;Voluttuario;Occasionale;Tutto l'anno;Migrazione;80;1;1;07/09/2024
198;AL MARE DA ANGELA;Tempo Libero;Spiaggia;Voluttuario;Occasionale;Estiva;Migrazione;80;3;1;08/06/2025
160;AMARE HOLI;Tempo Libero;Spiaggia;Voluttuario;Occasionale;Estiva;Migrazione;80;3;1;20/07/2025
156;RAMBLA;Tempo Libero;Spiaggia;Voluttuario;Occasionale;Estiva;Migrazione;82;3;1;08/09/2024
316;A.S.D. CETUS;Tempo Libero;Sport;Utile;Annuale;Tutto l'anno;Migrazione;78;9;1;24/10/2024
200;ASD ANDROMEDA;Tempo Libero;Sport;Utile;Ricorrente;Tutto l'anno;Migrazione;85;9;2;08/09/2024
285;ASD CETUS;Tempo Libero;Sport;Utile;Occasionale;Tutto l'anno;Migrazione;78;9;0;Mai utilizzato
145;CORSO SUB;Tempo Libero;Sport;Utile;Occasionale;Tutto l'anno;Migrazione;85;9;1;05/09/2024
146;OWD;Tempo Libero;Sport;Utile;Occasionale;Tutto l'anno;Migrazione;85;9;1;04/10/2024
180;SCI;Tempo Libero;Sport;Voluttuario;Occasionale;Invernale;Migrazione;85;9;10;15/06/2025
136;SPORT;Tempo Libero;Sport;Utile;Ricorrente;Tutto l'anno;Migrazione;80;9;7;15/05/2025
148;SPORT ACADEMY;Tempo Libero;Sport;Utile;Occasionale;Tutto l'anno;Migrazione;80;9;1;05/07/2024
352;SPORTIVA;Tempo Libero;Sport;Utile;Ricorrente;Tutto l'anno;Migrazione;85;9;3;03/12/2024
240;LIDO DON PABLO;Tempo Libero;Stabilimento;Voluttuario;Occasionale;Estiva;Migrazione;80;1;3;16/08/2024
297;TEATRO OPERA;Tempo Libero;Teatro;Culturale;Occasionale;Tutto l'anno;Migrazione;80;1;2;19/01/2025
223;STAZIONE MOLE;Trasporti;Stazioni;Utile;Occasionale;Tutto l'anno;Migrazione;70;1;1;12/08/2024
169;BOOKING;Trasporti;Trasporti pubblici;Voluttuario;Occasionale;Tutto l'anno;Migrazione;85;4;0;Mai utilizzato
166;ITALO;Trasporti;Trasporti pubblici;Utile;Occasionale;Tutto l'anno;Migrazione;95;4;0;Mai utilizzato
168;RYANAIR;Trasporti;Trasporti pubblici;Voluttuario;Occasionale;Tutto l'anno;Migrazione;90;4;0;Mai utilizzato
165;TRENITALIA;Trasporti;Trasporti pubblici;Utile;Occasionale;Tutto l'anno;Migrazione;95;4;0;Mai utilizzato
275;OEBB TICKET;Trasporti;Viaggi;Utile;Occasionale;Viaggio;Migrazione;80;1;2;27/04/2025
115;GESTIONI RIUNITE;Varie;Servizi;Utile;Occasionale;Tutto l'anno;Migrazione;80;1;1;30/11/2024
247;SKY EXPRE;Viaggi;Aereo;Voluttuario;Occasionale;Estiva;Migrazione;72;1;1;19/07/2024
252;AGOSTA NAOUSA;Viaggi;Estero;Voluttuario;Occasionale;Estiva;Migrazione;74;29;1;20/07/2024
350;BARCELONA;Viaggi;Estero;Voluttuario;Occasionale;Estiva;Migrazione;85;29;11;29/09/2024
280;CHRYSOVALANTOU;Viaggi;Estero;Voluttuario;Occasionale;Estiva;Migrazione;70;29;1;24/07/2024
217;IL MIO PECCATO;Viaggi;Estero;Voluttuario;Occasionale;Estiva;Migrazione;72;29;1;11/07/2025
318;KHM-KHM-KA76;Viaggi;Estero;Culturale;Occasionale;Estera;Migrazione;80;29;1;25/04/2025
257;KYKLADES TOURISTIKES;Viaggi;Estero;Voluttuario;Occasionale;Estiva;Migrazione;70;29;1;21/07/2024
215;LACHANIATI;Viaggi;Estero;Voluttuario;Occasionale;Estiva;Migrazione;74;29;1;11/07/2025
227;LADIKO RODOY;Viaggi;Estero;Voluttuario;Occasionale;Estiva;Migrazione;75;29;1;13/07/2025
362;LILLE FRA;Viaggi;Estero;Voluttuario;Occasionale;Tutto l'anno;Applicazione;80;29;9;30/05/2025
185;LINDOS;Viaggi;Estero;Voluttuario;Occasionale;Estiva;Migrazione;80;29;1;08/07/2025
329;MARIA DAMIGOU;Viaggi;Estero;Voluttuario;Occasionale;Estiva;Migrazione;70;29;1;28/07/2024
324;MARIA NOMIKOU;Viaggi;Estero;Voluttuario;Occasionale;Estiva;Migrazione;70;29;1;26/07/2024
326;NOMIKOS MAPKOS;Viaggi;Estero;Voluttuario;Occasionale;Estiva;Migrazione;70;29;1;27/07/2024
272;PANAGIOTIS PLATIS;Viaggi;Estero;Voluttuario;Occasionale;Estiva;Migrazione;70;29;1;23/07/2024
222;PARALIA AGATHI;Viaggi;Estero;Voluttuario;Occasionale;Estiva;Migrazione;75;29;1;12/07/2025
184;RHODOS;Viaggi;Estero;Voluttuario;Occasionale;Estiva;Migrazione;90;29;1;07/07/2025
178;RODI;Viaggi;Estero;Voluttuario;Occasionale;Estiva;Migrazione;85;29;1;06/06/2025
357;RODOS;Viaggi;Estero;Voluttuario;Occasionale;Estiva;Migrazione;85;29;11;15/07/2025
199;SATU SINIKKA ANDRIKU;Viaggi;Estero;Voluttuario;Occasionale;Viaggio/Estivo;Migrazione;75;29;2;09/07/2025
216;SIFONIOU KALLIOPI;Viaggi;Estero;Voluttuario;Occasionale;Estiva;Migrazione;72;29;1;11/07/2025
186;SKLAVENITIS;Viaggi;Estero;Voluttuario;Occasionale;Estiva;Migrazione;80;29;1;08/07/2025
300;SKY;Viaggi;Estero;Voluttuario;Occasionale;Estiva;Migrazione;75;29;2;26/12/2024
327;SYMIDALAS ILIAS;Viaggi;Estero;Voluttuario;Occasionale;Estiva;Migrazione;70;29;1;27/07/2024
325;THEOLOGITIS DIMITRIO;Viaggi;Estero;Voluttuario;Occasionale;Estiva;Migrazione;70;29;2;27/07/2024
303;TSAMPIKOS ATSAIDIS;Viaggi;Estero;Voluttuario;Occasionale;Estiva;Migrazione;72;29;2;13/07/2025
213;TSAMPIKOS WATERSPO;Viaggi;Estero;Voluttuario;Occasionale;Estiva;Migrazione;70;29;1;11/07/2025
214;TZIVELEK;Viaggi;Estero;Voluttuario;Occasionale;Estiva;Migrazione;75;29;1;11/07/2025
203;VAGIANOY;Viaggi;Estero;Voluttuario;Occasionale;Viaggio/Estivo;Migrazione;73;29;1;09/07/2025
177;VIENNA;Viaggi;Estero;Voluttuario;Occasionale;Invernale;Migrazione;85;29;3;23/04/2025
182;GRAND HOTEL;Viaggi;Hotel;Voluttuario;Occasionale;Estiva;Migrazione;90;3;2;07/05/2025
183;HAVANA BEACH;Viaggi;Hotel;Voluttuario;Occasionale;Estiva;Migrazione;90;3;8;01/05/2025
221;HOTEL MILANO;Viaggi;Hotel;Voluttuario;Occasionale;Viaggio;Migrazione;80;3;1;12/06/2025
179;SALDO;Viaggi;Spese;Voluttuario;Occasionale;Tutto l'anno;Migrazione;82;2;18;31/07/2025
176;SPESE;Viaggi;Spese;Voluttuario;Occasionale;Estiva;Migrazione;88;2;18;07/08/2025
290;BLUE STAR;Viaggi;Trasporto;Utile;Occasionale;Viaggio;Migrazione;82;2;1;25/07/2024
190;STAZIONE TTP;Viaggi;Trasporto;Utile;Occasionale;Tutto l'anno;Migrazione;80;2;1;14/06/2025
